,Unnamed: 0,Unnamed: 0.1,venue_id,name,lat,lng,address,distance,postalCode,cc,city,state,country,category,tipCount,likes,rating,price_tier,payments,phone,twitter,facebook,menu,formattedAddress,category_name,raw_price
159,168,168,4c9de9ae54c8a1cdbd10884b,Bredängs Camping,59.29609739752637,17.922580472937373,Stora Sällskapets Väg 60,9156,127 31,SE,Skärholmen,Storstockholm,Sverige,Campground,3.0,11.0,7.2,,,,,,,"Stora Sällskapets Väg 60 (at Ålgrytevägen), 127 31 Skärholmen, Sverige","Campground, Hostel",
160,169,169,4c81cc16e602b1f779cc967a,Villa Årsta,59.30010854990623,18.032221426925464,Svärdlångsvägen 44-46,3008,120 60,SE,Stockholm,Storstockholm,Sverige,Bed & Breakfast,1.0,1.0,7.0,,,4684474200.0,,,,"Svärdlångsvägen 44-46, 120 60 Årsta, Sverige",Bed & Breakfast,62.0
161,170,170,4f7af039e4b0b515864544a9,Zinkensdamm Hostel,59.3148476415149,18.0442330035108,Zinkens Väg 20,3255,117 41,SE,Stockholm,Storstockholm,Sverige,Hostel,6.0,8.0,6.1,,Credit Cards: Yes,4686168100.0,,,,"Zinkens Väg 20, 117 41 Stockholm, Sverige",Hostel,58.0
162,172,172,4e005ca762843b639cf813fc,Three Crown Bed & Breakfast,59.330932,18.048423,Kungsholmsgatan 13 A,4611,112 27,SE,Stockholm,Storstockholm,Sverige,Bed & Breakfast,1.0,4.0,6.8,,,468320840.0,,,,"Kungsholmsgatan 13 A, 112 27 Stockholm, Sverige",Bed & Breakfast,54.0
163,173,173,4cf18bdf1d18a143aa2a54ec,Stockholm Hostel,59.3352704850521,18.03101814858779,Alströmergatan 15,5517,112 47,SE,Stockholm,Storstockholm,Sverige,Hostel,22.0,29.0,6.2,,Credit Cards: Yes (incl. American Express),,,,,"Alströmergatan 15 (Fridhemsgatan), 112 47 Stockholm, Sverige",Hostel,45.0
164,174,174,4e4a1d21a80997a2dbee4b59,Hostel Bed And Breakfast,59.3422398,18.057848100000005,Rehnsgatan 21,5608,113 57,SE,Stockholm,Storstockholm,Sverige,Hostel,1.0,0.0,5.8,,Credit Cards: Yes (incl. Visa & MasterCard),468152838.0,,193535117870786.0,,"Rehnsgatan 21, 113 57 Stockholm, Sverige","Hostel, Bed & Breakfast",60.0
165,175,175,4c2d070a11cb9c746ab772b3,Lunda pensionat,59.31847310000001,18.047946,Lundagatan 31,3430,117 27,SE,Stockholm,Storstockholm,Sverige,Hostel,1.0,5.0,,,Credit Cards: Yes,46730861224.0,,172114639493984.0,,"Lundagatan 31, 117 27 Stockholm, Sverige",Hostel,
166,176,176,4f3faf0ee4b0d1e98eb0ed00,STF Vandrarhem,59.325178405242795,18.08109650971611,Flaggmansvägen 8,3518,,SE,Stockholm,Storstockholm,Sverige,Hostel,1.0,4.0,8.6,,Credit Cards: Yes,,,,,"Flaggmansvägen 8, Stockholm, Sverige",Hostel,47.0
167,177,177,4ba57e2af964a520780c39e3,Best Hostel Old Town,59.32513456414334,18.070326386797984,Trångsund 12,3590,111 29,SE,Stockholm,Storstockholm,Sverige,Hostel,2.0,2.0,,,Credit Cards: Yes,,,,,"Trångsund 12, 111 29 Stockholm, Sverige",Hostel,
168,178,178,51399405e4b004aa4dbc952c,Stocholm Inn Hotell,59.33548974902004,18.06006627063572,Trångsund 12,4850,,SE,Stockholm,Storstockholm,Sverige,Hostel,0.0,2.0,,,,,,,,"Stockholm, Sverige",Hostel,
169,179,179,4b62d66ef964a520ca542ae3,KFUK-KFUM Central,59.339574,18.062033,Rosengatan 1,5262,111 40,SE,Stockholm,Storstockholm,Sverige,Hostel,1.0,1.0,,,Credit Cards: Yes,46812011400.0,,149368933089.0,,"Rosengatan 1, 111 40 Stockholm, Sverige",Hostel,
170,180,180,4bdf35007ea362b5bd6643c4,Acco Hostel Stockholm,59.31676879189087,18.046022416299135,Ansgariegatan 10,3348,117 28,SE,Stockholm,Storstockholm,Sverige,Hostel,14.0,13.0,5.2,,,46760625700.0,accohostel,,,"Ansgariegatan 10, 117 28 Stockholm, Sverige",Hostel,29.0
171,181,181,4c9d3f817c096dcb5967c9d1,Belman Hostel,59.337528026250325,18.015431711281,Ansgariegatan 10,6237,,SE,Stockholm,Storstockholm,Sverige,Hostel,5.0,6.0,5.5,,Credit Cards: Yes,,,,,"Stockholm, Sverige",Hostel,
172,182,182,4c388015dfb0e21e319faea8,Gustaf Af Klint,59.31970954758251,18.076737476345013,Stadsgårdens Kajplatser 153,2932,116 45,SE,Stockholm,Storstockholm,Sverige,Hostel,5.0,0.0,4.9,,Credit Cards: Yes,4686404077.0,,,,"Stadsgårdens Kajplatser 153, 116 45 Stockholm, Sverige","Hostel, Boat or Ferry",69.0
173,183,183,4ce4eee7637c6ea8d90a5b42,City Lodge,59.3332529,18.0589277,Klara norra kyrkogata 15,4631,111 22,SE,Stockholm,Storstockholm,Sverige,Hostel,5.0,4.0,5.1,,Credit Cards: Yes,468226661.0,,576845885675985.0,,"Klara norra kyrkogata 15, 111 22 Stockholm, Sverige",Hostel,47.0
174,185,185,4c64ecaae0c4be9affef8658,Lodge 32,59.32928047643078,18.041723538507387,Hantverkargatan 32,4629,,SE,Stockholm,Storstockholm,Sverige,Hostel,13.0,8.0,4.7,,Credit Cards: Yes,4686500032.0,,,,"Hantverkargatan 32 (Södra Agnegatan), Stockholm, Sverige",Hostel,29.0
